id,category,current_position,years_experience,education_level,top_skills,resume_summary
22800977,ARTS,Assistant Principal,12.0,S2,"[""Microsoft Office Suite"", ""Adobe InDesign"", ""Adobe Photoshop"", ""Adobe Illustrator"", ""CAD"", ""Team Building"", ""Problem Solver"", ""Mentoring""]","Seorang Assistant Principal dengan 12 tahun pengalaman di bidang pendidikan dan keterampilan interpersonal yang luar biasa. Memiliki kemampuan untuk menciptakan dan memantau lingkungan sekolah yang positif dan aman, yang mendukung pertumbuhan siswa dan staf. Terampil dalam membangun hubungan yang aman antara komunitas, orang tua, siswa, dan guru. Memiliki pengalaman sebagai mentor selama 10 tahun, baik untuk siswa maupun guru, serta dalam memotivasi siswa dan melakukan penilaian gaya belajar. Dalam perannya sebagai Assistant Principal, ia bertanggung jawab untuk mengawasi staf, mengoordinasikan jadwal pengganti, dan membantu dalam pengembangan staf. Ia juga berperan sebagai penasihat bagi siswa dan orang tua dalam masalah akademis dan penyesuaian pribadi, serta berkomunikasi secara rutin dengan orang tua mengenai masalah siswa. Memiliki gelar Magister dalam Administrasi Pendidikan dan telah berkontribusi dalam berbagai kegiatan seni dan pengembangan profesional di sekolah."
36758947,ARTS,Account Service Representative II/Tech,4.0,S1,"[""Customer service-focused"", ""Project management"", ""Sales"", ""Team building expertise"", ""Tech-savvy"", ""Strong communicator"", ""Leadership/communication skills"", ""Organizational skills""]","Professional Account Manager with extensive experience in building strategic relationships and increasing sales revenues. Proven track record in customer service, project management, and team leadership. Recognized for exceptional communication skills and ability to cultivate strong customer relationships. Achievements include being named 'Employee of the Month' and maintaining a 100% survey rating during tenure at previous positions. Experienced in supervising staff, managing customer relations, and implementing effective sales strategies. Holds a Bachelor of Science in Business (Entrepreneurship) with a GPA of 3.87 from Auburn University. Demonstrated ability to lead teams, manage projects, and drive customer satisfaction in fast-paced environments."
11555549,ARTS,Visual Arts Teacher,11.0,S2,"[""Adobe Creative Cloud"", ""Illustrator"", ""InDesign"", ""Photoshop"", ""Microsoft Office"", ""Art Education"", ""Art Criticism"", ""Sculpture""]","Visual Arts Specialist with 11 years of experience in elementary art education, skilled in individualizing instruction based on students' needs and interests. The candidate has designed and implemented lesson plans aligned with National and Ohio Visual Arts Standards, evaluated student artwork, and organized school field trips to enhance learning. They have taught grades 1-8, integrated various subjects with art production, and participated in numerous art competitions and exhibitions. The candidate holds a Master's degree in Education and has a strong background in art education, with multiple degrees in related fields. They are actively involved in professional affiliations and have contributed to art workshops and exhibitions."
32318506,ARTS,Dental Assistant,2.0,D3,"[""4-Handed Dentistry"", ""Preventative Care"", ""Instrument Sterilization"", ""Diagnostic X-Rays"", ""Infection Control"", ""Patient Education"", ""Scheduling"", ""Exceptional Phone Etiquette""]","I am a dependable and hardworking team player pursuing a career as a Dental Assistant, seeking an experienced level position while renewing my RDA license. I have experience in coordinating appointment schedules, sterilizing dental equipment, and assisting dentists with various procedures. My skills include 4-handed dentistry, preventative care, and infection control. I have completed a Dental Assisting Program with honors and have additional training in Invisalign and iTERO. I am committed to providing excellent patient care and maintaining a safe and sanitary environment in the dental office."
73497035,ARTS,Business Process Analyst,6.0,S2,"[""project management"", ""project coordination"", ""administrative functions"", ""employee relations"", ""internal audit"", ""risk management"", ""curriculum development"", ""operations support""]","Business Process Analyst with over six years of experience in enhancing business efficiency through effective project management and internal audit practices. Currently employed as a Business Process Analyst, responsible for designing and implementing internal audit practices, managing audit schedules, and providing risk-based evaluations of company policies. Previously held roles in HR operations and education, including managing onboarding processes and supporting talent acquisition projects. Holds a Master of Arts in Education and a Bachelor of Science in Education, demonstrating a strong foundation in both educational and operational frameworks."
12777487,ARTS,Online Learning Coordinator - Program Training and Support,10.0,S2,"[""Learning Management System"", ""Learning Technologies"", ""Technology Integration"", ""Online Programs"", ""Staff Development"", ""Curriculum Alignment"", ""Coaching"", ""Data Analysis""]","The candidate is an experienced Online Learning Coordinator with over 10 years in educational roles, currently overseeing program training and support for a district of over 5,000 employees. They have a strong background in implementing learning technologies and managing learning management systems, having designed and facilitated professional development sessions for various educational software programs. Their expertise includes creating customized training plans, coaching instructional technology specialists, and analyzing data on multiple learning management systems. The candidate holds a Master of Arts in Educational Leadership and Technology Integration and has been recognized as a Certified Trainer of Trainers for SIOP implementation. They have also received accolades such as ESL Teacher of the Year and have presented at various educational conferences."
36379931,ARTS,Lead Administrator,8.0,S2,"[""Microsoft Word"", ""Microsoft Power Point"", ""Microsoft Excel"", ""Google Drive"", ""Data Entry"", ""Conflict Resolution"", ""Clear Written and Spoken Communication"", ""Organizational Skills""]","A dedicated and detail-oriented Lead Administrator with over 8 years of experience in administrative roles, currently employed since November 2015. Proven ability to manage contracts, design operational manuals, and maintain effective communication with artists and curators. Skilled in utilizing Salesforce for contact management and streamlining filing systems for efficiency. Previous experience includes roles as a Chaplain Intern and Festival Coordinator, where strong organizational and problem-solving skills were demonstrated. Holds a Master's degree in Divinity with a focus on Worship Theology and the Arts, and a Bachelor's degree in Theatre Arts. Recognized for exceptional academic performance and leadership potential as a Brehm Scholar."
26069113,ARTS,Software Engineer,13.0,S1,"[""AI"", ""C++"", ""C#"", ""game design"", ""debugging"", ""animation"", ""telemetry"", ""3D""]","Experienced Software Engineer generalist with a strong interest in Game Play and AI programming. Over 13 years of professional experience in the gaming industry, working on various titles for PC and mobile platforms. Proven track record in implementing game features, fixing bugs, and developing AI systems. Notable projects include 'Star Wars: Galaxy of Heroes', 'Dawngate', and 'Rift', where I contributed to gameplay mechanics, server-side optimizations, and user interface enhancements. Skilled in using Unity 3D and Unreal Engine, with a solid foundation in C++ and C#. Strong ability to collaborate with cross-functional teams to deliver high-quality gaming experiences."
41950126,ARTS,Loss Prevention/ BSA Analyst,15.0,S1,"[""Analytical skills"", ""Risk management expertise"", ""Customer service"", ""Time management skills"", ""Communication skills"", ""Leadership"", ""Performance management"", ""Process improvement""]","A dedicated banking professional with over 15 years of experience in various roles, currently serving as a Loss Prevention/BSA Analyst. Demonstrates strong analytical and communication skills, effectively evaluating fraud situations and implementing recommendations to mitigate risks. Proven track record in customer service, having excelled in roles such as Branch Representative and Operations Supervisor, where responsibilities included managing team performance, ensuring compliance with banking regulations, and enhancing customer experiences. Holds a Bachelor of Science in Business Administration, graduating Magna Cum Laude, and possesses extensive knowledge of banking systems and operational procedures. Recognized for outstanding service and operational effectiveness, with a commitment to continuous improvement and team development."
20488267,ARTS,School Counselor,10.0,S2,"[""counseling"", ""classroom guidance"", ""consultation with parents"", ""documentation"", ""Response to Intervention"", ""individual counseling"", ""group counseling"", ""writing skills""]","The candidate is a dedicated School Counselor with over 10 years of experience in providing individual and group counseling to students. They have a strong background in teaching classroom guidance lessons focused on character traits and bullying, and have effectively consulted with parents and staff to support students with exceptional needs. The candidate holds a Master of Arts degree in Education and a Bachelor's degree in English, demonstrating a solid educational foundation. They have also coordinated community resources for seminars and created initiatives like a Girls Nutrition Group. Their skills include building rapport with students, writing, and proficiency in various computer programs, making them well-equipped to foster a positive learning environment."
22593054,ARTS,Independent Consultant,10.0,,"[""Customer Service"", ""Organizational Skills"", ""Leadership"", ""Problem Solving"", ""Multi-tasking"", ""Creative Design"", ""Sales Generation"", ""Bilingual (Spanish)""]","An energetic and motivated Independent Consultant with over 10 years of experience in customer service and organizational roles. Proven track record in generating sales, improving workflows, and leading teams effectively. Successfully orchestrated large events, including an annual conference for 600 attendees and multiple retreats, showcasing strong leadership and organizational skills. Experienced in managing office operations for a district office overseeing 72 churches, demonstrating reliability and responsibility. Proficient in Microsoft Office Suite and creative design, with a strong ability to connect with clients and provide exceptional service. Bilingual in Spanish, enhancing communication with diverse clientele."
25561640,ARTS,Full Time Student/Intern,2.0,S1,"[""Team Building"", ""Personnel Management"", ""Training Evaluation"", ""Safety/Risk Management"", ""Curriculum Development"", ""Research/Analysis"", ""Microsoft Word"", ""Microsoft Excel""]","A dedicated Tank Platoon Sergeant with twenty-four years of military service in the U.S. Army, complemented by two years of experience as a qualified trainer and instructor at the U.S. Army Armor School. Currently a full-time student and intern, I have successfully managed diverse groups and facilitated program orientations for various audiences. My role has involved mentoring students, analyzing data, and writing clear reports while effectively communicating with multidisciplinary teams. I hold a Bachelor's Degree in Social Work from the University of Louisville, graduating with honors and a GPA of 3.69. My professional experience includes training and evaluating organizational effectiveness, planning training exercises, and providing professional training sessions to junior managers. I have a strong background in training program development, risk management, and personnel management, making me well-equipped for roles that require leadership and instructional skills."
43622023,ARTS,Acting Grade 4 Customer/Brand,4.0,S1,"[""Attentive Listener"", ""Excellent multi-tasker"", ""Strong communication and interpersonal skills"", ""Visual merchandising"", ""Attention to detail"", ""Bilingual"", ""Time management"", ""Ability to work under pressure""]","A motivated and energetic professional with a strong background in customer service and retail operations. With experience as an Acting Grade 4 Customer/Brand, I have developed skills in coaching, training, and ensuring effective store operations. My previous roles as a Sales Associate and Nights and Weekend Manager have honed my ability to provide exceptional customer service, manage multiple responsibilities, and maintain a positive work environment. I hold a Bachelor of Science degree in Psychology and Communication, and I am passionate about helping customers and creating satisfying experiences. My core strengths include strong communication skills, attention to detail, and the ability to work under pressure, making me a reliable team member in fast-paced retail settings."
18319061,ARTS,"Eighth, Ninth and Tenth English Teacher",8.0,S2,"[""Communication"", ""Curriculum"", ""Literacy"", ""Lesson Planning"", ""Critical Thinking"", ""Documentation"", ""Reading Comprehension"", ""Time Management""]","Motivated Literacy Specialist and Reading/Language Arts Teacher with extensive knowledge of the education system and educational testing standards. With over 8 years of experience, I have effectively led special education teachers and collaborated with various teams to ensure high-quality education for all students. My roles have included being a Reading Department Chair and mentoring students to achieve their IEP goals. I have a strong background in classroom management and strategic planning, and I am adept at fostering relationships with students from diverse backgrounds. My educational qualifications include a Master's degree in Curriculum and Instruction with a focus on Reading, and a Bachelor's degree in Liberal Studies. I am committed to cultivating a love for literacy and enhancing student growth through tailored teaching strategies."
25923361,ARTS,Instructional Coach,30.0,S1,"[""curriculum development"", ""professional development"", ""coaching"", ""Common Core implementation"", ""lesson design"", ""English Language Learners"", ""training"", ""standards-based instruction""]","I am a passionate, hard-working educator with over 30 years of experience in curriculum, instruction, and professional development. My career includes roles as an elementary teacher, Curriculum Specialist, and Instructional Coach, where I provided on-site support and training for teachers and administrators across California. I have focused on helping districts transition to the Common Core State Standards, leading numerous trainings on effective implementation in the classroom. My experience includes conducting research-based professional development, delivering in-classroom coaching, and supporting districts with various educational tools. I hold multiple credentials and have been involved in significant educational projects, demonstrating my commitment to enhancing teaching practices and student learning."
18106533,ARTS,Executive Assistant,30.0,S1,"[""Microsoft Office proficiency"", ""Excel spreadsheets"", ""Customer service-oriented"", ""Meeting planning"", ""Travel administration"", ""Strong problem solver"", ""Meticulous attention to detail"", ""Multi-Media/Graphic Arts""]","A highly focused and results-oriented professional with over 30 years of experience in administrative support roles, currently serving as an Executive Assistant. Demonstrates a strong ability to anticipate the needs of senior-level executives and thrives in fast-paced, dynamic environments. Proven track record in managing complex operations, including scheduling, travel arrangements, and expense reporting. Skilled in Microsoft Office, particularly Excel, and possesses meticulous attention to detail. Experienced in collaborating with various stakeholders, including doctors and therapists, to manage billing and reports in healthcare settings. Adept at developing marketing programs and managing communications, contributing to increased attendance and engagement in previous roles. Holds a Bachelor of Science in Organizational Management with a focus on Human Resources."
50432401,ARTS,Operations Coordinator,7.0,S1,"[""MS Office"", ""NetSuite"", ""Sales"", ""Business Development"", ""Operations Management"", ""Account Management"", ""Public Speaker"", ""Interpersonal Skills""]","Dedicated and focused Office Manager with extensive experience in office operations and personnel organization. Currently serving as an Operations Coordinator since March 2016, with a strong background in managing receptionist areas, payroll administration, and facilitating relationships with vendors. Previous roles include Business Center Manager and Language Arts Instructor, showcasing versatility in both administrative and educational settings. Recognized for strong attention to detail and exemplary customer service, with a proven track record of planning and executing corporate events. Holds a Bachelor of Science in Elementary Education from Ball State University, emphasizing technology and behavior management."
19724031,ARTS,Volunteer EMT,13.0,S1,"[""Political Communication"", ""Microsoft Office"", ""Leadership"", ""Public Speaking"", ""Management"", ""Customer Service"", ""Fundraising"", ""Community Outreach""]","The candidate is a dedicated student and volunteer with a strong passion for making a positive impact in the community. With over 13 years of experience as a Volunteer EMT, they have developed skills in emergency medical response, patient care, and teamwork. They hold a High School Diploma and are pursuing a degree in Political Science at Rutgers University, where they are actively involved in various clubs and activities, including serving as Treasurer for the Newman Catholic Club. The candidate is CPR certified and has experience in customer service and retail sales, demonstrating strong communication and leadership abilities. Their commitment to community service is evident through their ongoing volunteer work and participation in event planning and fundraising efforts."
28471099,ARTS,Owner,25.0,S3,"[""Customer Service"", ""Project Management"", ""Technology Deployment"", ""Process Improvement"", ""System Integration"", ""Database programming"", ""Change Management"", ""E-Commerce""]","A driven and analytical leader with over 25 years of experience across various sectors including business, customer service, higher education, and technology. As the Owner of a technology solutions company, the individual has demonstrated expertise in project management, client training, and the development of innovative solutions that enhance organizational performance. The resume highlights a strong background in customer service, new business development, and technology deployment, with a focus on maximizing efficiency and implementing cutting-edge technologies. Previous roles include Coordinator of Technology Support at the School of Fine Arts, where responsibilities included overseeing technology support, developing training modules, and enhancing technology use among faculty and staff. The individual has also held positions in IT Services, managing desktop support and developing database solutions. Educational qualifications include a PhD in Educational Leadership and a Master’s degree, alongside an Associate degree in Computer Science."
22848179,ARTS,Director of Community,6.0,S2,"[""Adobe Creative Suite"", ""Event planning and management"", ""fundraising"", ""graphic design"", ""marketing strategy"", ""promotional materials"", ""administrative support"", ""inventory management""]","Seorang profesional dengan pengalaman lebih dari 6 tahun dalam manajemen komunitas dan pendidikan seni, saat ini menjabat sebagai Director of Community. Memiliki latar belakang pendidikan MFA dalam Creative Writing dan BS dalam Communications/Graphic Design. Berpengalaman dalam memberikan layanan pelanggan dan administrasi, serta mengelola komunikasi dan operasi dengan berbagai departemen. Terampil dalam merancang materi promosi untuk cetak dan web, serta mengelola kampanye media sosial yang berhasil meningkatkan aktivitas media sosial sebesar 30% dalam dua tahun terakhir. Memiliki kemampuan dalam merencanakan dan mengelola acara untuk keterlibatan komunitas, serta meningkatkan pendaftaran siswa sebesar 7% melalui strategi pemasaran yang inovatif. Selain itu, memiliki pengalaman dalam mengawasi program beasiswa dan mengelola anggaran hingga $250K."
37220856,ARTS,Activity Specialist,8.0,S1,"[""Music Education"", ""Vocal Instruction"", ""Classroom Management"", ""Special Education"", ""Curriculum Development"", ""Microsoft Word"", ""Photoshop"", ""HTML""]","An experienced Activity Specialist and educator with over 8 years of teaching experience, specializing in music education and special education. The candidate has a Bachelor of Arts in Professional Music from Berklee College of Music and has developed a strong curriculum that caters to diverse learners. They have a proven track record of working with special needs children, fostering an inclusive environment that encourages each child to reach their full potential. The candidate has also founded the Desi Arnaz Performing Arts Department and has extensive experience in classroom management, lesson planning, and parent communication. They are skilled in using technology in education, including Smartboard technology, and have a strong background in vocal instruction, having trained students for performances both locally and abroad. Their commitment to student-centered learning and community service is evident through their involvement in various educational programs and initiatives."
78107631,ARTS,Executive Director,14.0,S2,"[""academic"", ""Arts"", ""Enterprise"", ""Teaching""]","The candidate has extensive experience in educational leadership and community engagement, serving as the Executive Director of Media Enterprise Alliance since January 2009. They have a strong background in arts education, having held various teaching and administrative roles at Head-Royce School from 1974 to 2010. Their educational qualifications include a B.A. in Communications and Public Policy, a B.F.A. in Fine Arts, and an M.F.A. from the San Francisco Art Institute. The candidate has been involved in numerous community projects, including the EOBA/Smart Moves initiative, which provides tutoring and mentoring to children, and the Malawi Youth Project, focusing on fundraising and infrastructure development for orphanages. They have received several fellowships for their contributions to arts education and have coordinated various community service projects, demonstrating a commitment to social impact and youth development."
21867728,ARTS,Senior Marketing Automation Consultant,9.0,S1,"[""Advanced Eloqua product knowledge"", ""Salesforce.com implementation"", ""Project planning"", ""Marketing automation"", ""System integration"", ""Communication skills"", ""Analytical skills"", ""Problem solving""]","A passionate and technically-skilled Senior Marketing Automation Consultant with over 9 years of experience in delivering best practices and product education to marketing and sales organizations. Currently focused on maximizing clients' investments in marketing technology through strategic automation roadmaps and solutions. Proven expertise in implementing marketing technologies, including Eloqua, and developing custom solutions for various organizations. Strong background in managing complex marketing campaigns, optimizing processes, and providing training and advisory services. Holds a Bachelor of Arts in Communication Studies and certifications in modern marketing and Eloqua. Recognized for contributions to integrated marketing programs and awarded for excellence in various capacities."
37472265,ARTS,4/5 Grade Teacher,8.0,S1,"[""lesson planning"", ""academic performance evaluations"", ""Microsoft Office"", ""student behavior management"", ""relationship building"", ""curriculum development"", ""assessment data analysis"", ""coaching""]","An experienced English teacher with a strong background in developing lesson plans and curricula tailored to meet the individual needs of students. Currently serving as a 4th/5th Grade Teacher since September 2015, with previous experience as an Eighth Grade English/Language Arts Teacher from July 2011 to May 2015. Demonstrates excellent communication skills and the ability to create a positive classroom atmosphere. Proven track record in evaluating academic achievement and maintaining student education records. Additionally, has experience in coaching and leading extracurricular activities, such as cheerleading and student council. Holds a Bachelor of Arts in English Literature with a focus on Adolescence Community and Education from the University of Arizona."
17033567,ARTS,VIDEO DIRECTOR,2.0,S1,"[""CPT Certified with NASM"", ""Adult and Pediatric CPR/AED"", ""Interpersonal skills"", ""Problem solving"", ""Work ethic"", ""Multitasking"", ""Project management"", ""Editing""]","A passionate and dedicated professional with a background in video direction and production, having served as a Video Director at East Coast Video for Enterprise Brands from January 2015 to August 2017. With a Bachelor of Arts degree in electric bass from Berklee College of Music, graduated Cum Laude in 2006, I have developed strong interpersonal skills and a reliable work ethic. My experience includes producing, cinematography, and leading editing projects, demonstrating my ability to learn quickly and manage multiple tasks effectively. I am also certified in CPT with NASM and hold Adult and Pediatric CPR/AED certifications. My commitment to fitness and health is evident in my personal pursuits, including a notable accomplishment of bicycling across North America in 2007."
19671909,ARTS,Middle School Principal,16.0,S2,"[""Leadership"", ""Communication skills"", ""Human resources"", ""Employee relations"", ""Training and Development"", ""Organizational Skills"", ""Performance Evaluations"", ""Data Management""]","The candidate is an experienced educational leader with a strong background in administration, having served as a Middle School Principal for seven years and an Assistant Principal for three years. They hold a Master of Arts in Educational Leadership and a Bachelor of Arts in English and Psychology. The candidate emphasizes the importance of positive relationships and transparency in leadership, advocating for a supportive learning environment for students. They have extensive training in instructional practices, data-driven decision-making, and school improvement processes. Their professional experience includes supervising staff, implementing evaluation models, and mentoring educators. The candidate has also contributed to curriculum development and has been actively involved in various extracurricular activities, demonstrating a commitment to student engagement and community involvement."
11995013,ARTS,Line Attendant,5.0,D3,"[""Customer Service"", ""Strong communication skills"", ""Cash handling accuracy"", ""Microsoft Word"", ""Leadership skills"", ""Microsoft Excel"", ""Team player"", ""Multi-tasker""]","Results-oriented Supervisor with a diverse background in management and customer service, dedicated to providing excellent customer service and making operational improvements. Experienced as a Line Attendant, where responsibilities included directing and supervising employees, ensuring customer satisfaction, and managing inventory and cash receipts. Demonstrated strong leadership and communication skills, with a proven ability to train and develop staff. Holds a Medical Assistant Diploma and certifications in CPR and OSHA, showcasing a commitment to safety and quality standards. Proficient in Microsoft Office applications and skilled in multitasking, with a focus on enhancing customer experiences and operational efficiency."
28629430,ARTS,Creative Director,13.0,S1,"[""Adobe CS"", ""Graphic Design"", ""Data Analysis"", ""Marketing"", ""Illustration"", ""Photography"", ""Problem Solving"", ""Web Design""]","A highly experienced Creative Director with over 13 years in the field, specializing in graphic design, marketing, and data analysis. Proven track record in leading creative projects from concept to completion, with a strong focus on branding and visual communication. Skilled in using Adobe Creative Suite and other design tools to create compelling layouts and marketing materials. Demonstrated ability to mentor teams and manage multiple projects under tight deadlines. Experienced in collaborating with clients to ensure that visual content aligns with strategic goals. Holds a Bachelor of Arts in Art, Painting, and Graphic Design from Drake University, with additional training in teaching fine arts. Committed to delivering high-quality work while maintaining a unique artistic vision."
53227466,ARTS,I.T. Support Technician/Specialist,12.0,S1,"[""LAN aptitude"", ""MS Office proficiency"", ""Exceptional troubleshooter"", ""Computer Troubleshooting"", ""Virus\\Spyware Removal"", ""VOIP Phone Installation"", ""Computer installation"", ""Software installation\\upgrading""]","The candidate is an experienced I.T. Support Technician/Specialist with over 20 years of experience, primarily in customer service and technical support roles. They have a strong background in managing help-desk operations and possess extensive knowledge in hardware, software, and operating systems maintenance. The candidate has worked with various technical systems, including Cisco switches and VOIP phone installations, and has a proven track record of resolving technical issues effectively. They hold a Bachelor of Science in Network Administration and an Associate's degree in Networking from Southern Crescent Technical College, where they graduated Summa Cum-Laude. The candidate is currently pursuing further education in Network Management at Western Governors University, aiming to become a network administrator. Their professional approach emphasizes customer satisfaction and effective communication, making them a valuable asset in any technical support environment."
26079779,ARTS,Budget and Administration Manager,11.0,S2,"[""budgeting"", ""financial planning"", ""contracts"", ""customer service"", ""event organization"", ""database management"", ""human resources"", ""administrative support""]","Seorang profesional dengan pengalaman lebih dari 11 tahun dalam manajemen anggaran dan administrasi, termasuk peran sebagai Budget and Administration Manager dan Administrative Aide. Memiliki keahlian dalam perencanaan keuangan, pengelolaan kontrak, dan layanan pelanggan. Berpengalaman dalam mengelola anggaran sebesar $3 juta untuk divisi Teknologi Informasi, serta berkolaborasi dengan berbagai departemen untuk mendukung kegiatan akademik dan acara khusus. Memiliki gelar MS dalam Manajemen Sumber Daya Manusia dan BA dalam Humaniora Komparatif. Terampil dalam penggunaan database dan alat pengelolaan anggaran, serta memiliki kemampuan komunikasi yang baik dalam berinteraksi dengan pemangku kepentingan dan donor."
83338413,ARTS,Field Support Specialist,6.0,S2,"[""Network security"", ""Technical standards and deliverables"", ""Proficient in Internet Technologies"", ""Proficient in Windows"", ""MS Office proficiency"", ""Analysis and problem solving"", ""Telecommunications field service"", ""Supporting IP Telephony""]","Experienced Field Support Specialist with a strong background in technology support and customer service. Currently providing workstation and application support, troubleshooting system functionality, and maintaining customer information with meticulous attention to detail. Holds a Master of Science in Network Communications Management and a Bachelor of Science in Interdisciplinary Studies. Proven ability to manage technical support for various applications, including Intuit and Turbo Tax products, while also serving as an 8th Grade Reading/Language Arts Teacher. Demonstrates excellent communication skills and a critical thinking approach to problem-solving, with proficiency in network protocols and telecommunications."
18029935,ARTS,Executive Director,25.0,S1,"[""Project management"", ""Financial administration"", ""Public relations"", ""Community outreach"", ""Teaching"", ""Training"", ""Leadership"", ""Budget administration""]","A visionary and motivated hospitality leader with over twenty-five years of experience in project management and financial administration across public and private sectors. The candidate has a proven track record in creating and implementing programs and long-term business strategies aimed at company growth, with a passion for providing healthy options and enhancing wellness for youth and communities. As an Executive Director since October 2008, they have set policies aligned with the foundation's mission, supervised workflow, and secured over one million dollars in grant funds. Their previous roles include Owner and Operator, and Director of Culinary Arts and Hospitality Management Division, where they managed significant budgets and developed training programs. The candidate holds a Bachelor of Arts in Hotel and Restaurant Administration from Washington State University and has numerous professional affiliations and accomplishments in the hospitality field."
16962067,ARTS,K-12 Principal,10.0,S2,"[""Relationship building and networking"", ""Policy and procedure adherence"", ""Common Core learning standards"", ""Group facilitation and presentations"", ""Elementary, Middle, and High School Education"", ""High Performance Standards"", ""Effective communication skills"", ""Data analysis for instruction""]","A committed and passionate K-12 educational leader with 10 years of experience, skilled in building authentic relationships with students, staff, and parents. Demonstrates a strong belief in using data to drive instruction and improve educational outcomes. As a K-12 Principal, has successfully developed and implemented various programs, including a district-wide morning math and reading intervention program, and facilitated professional development for teachers. Experienced in mentoring new and struggling teachers, managing student discipline policies, and presenting instructional data to the school board. Previous roles include a Sixth Grade Language Arts Teacher and an Elementary Teacher, where strong relationships with students and families were prioritized. Holds a Master of Science in Educational Leadership and a Master of Arts in K-8 Teaching, with a Bachelor of Arts in Mass Communication."
14150896,ARTS,Production Assistant Intern,0.0,S1,"[""Microsoft Office"", ""Social media tools and management"", ""Publicity"", ""Marketing"", ""Customer relations"", ""Video and Audio Production"", ""Tech savvy""]","Energetic and dedicated film student currently completing a degree in media management and production. The candidate has experience as a Production Assistant Intern, where they assisted casting directors, producers, and actors with the audition process, organized schedules, and handled various production equipment. Additionally, they worked as a Social Media Relations Intern and Teacher Assistant, where they managed press releases, social media posts, and provided support in mass communications research. They also have experience as a Martial Arts Instructor, providing self-defense training and customer support. The candidate possesses strong skills in Microsoft Office, social media management, and video production, and has a keen interest in creative development, character writing, and acting."
27936502,ARTS,Packaging Buyer/Research and Development Lead,11.0,S1,"[""Operations"", ""Purchasing"", ""Inventory Control"", ""Logistics"", ""Customer Service"", ""Research and Development"", ""Supply Chain"", ""SAP""]","Seorang profesional berpengalaman dengan lebih dari 11 tahun di bidang operasi, pengadaan, dan pengembangan produk. Saat ini menjabat sebagai Packaging Buyer dan Research and Development Lead, bertanggung jawab atas pengelolaan pesanan pembelian, pengembangan kemasan baru, dan kolaborasi dengan pemasok untuk memastikan kepatuhan terhadap standar ISO. Memiliki latar belakang pendidikan S1 dalam bidang Bahasa Inggris dan Sosiologi, serta sertifikasi pengajaran. Berpengalaman dalam manajemen tim, pengembangan prosedur, dan peningkatan proses untuk efisiensi operasional. Menerima penghargaan sebagai Guru Terbaik dan diakui dalam industri sebagai pemimpin yang berkinerja tinggi. Memiliki keterampilan dalam pengendalian inventaris, perencanaan pengadaan, dan layanan pelanggan yang sangat baik."
65325317,ARTS,Executive Director,35.0,S1,"[""Administrative Management"", ""Logistics Management"", ""Budget Management"", ""Emergency Management"", ""Quality Improvement Management"", ""Public Speaking"", ""Training and Instruction"", ""Collaboration and Coordination""]","A highly motivated public servant with over 35 years of experience in various management roles, including Executive Director of a non-profit arts and cultural organization. Demonstrated expertise in administrative management, logistics, budget management, and emergency management. Proven track record in securing funding, managing grants, and enhancing community engagement through arts education and cultural programming. Successfully increased patronage by 20% through innovative marketing strategies and improved operational efficiency, resulting in a 28% increase in operating funds. Extensive military background as Chief Warrant Officer Four in the U.S. Coast Guard, with significant experience in law enforcement, training, and personnel management. Strong communication skills, with a history of delivering presentations to senior military officials and community stakeholders."
30594821,ARTS,Certified Custom Framer,8.0,SMA,"[""Customer service"", ""Time management"", ""Training"", ""Sales"", ""Visual merchandising"", ""Problem solving"", ""Communication"", ""Teamwork""]","The candidate is a Certified Custom Framer with 8 years of experience in customer service and retail environments. Currently employed since January 2015, they excel in assisting customers with design choices and managing time effectively to meet deadlines. Their previous role as a Sales Associate involved greeting customers, assisting with store operations, and visual merchandising. The candidate holds a High School Diploma with a 4.3 GPA and graduated with honors, demonstrating strong academic performance and leadership as a business manager on the yearbook staff."
27164756,ARTS,Co-Founder/Therapist and Teaching Artist,7.0,S3,"[""Mental Health Counseling"", ""Art and Play Therapies"", ""DBT"", ""Psychotherapy"", ""Family Therapy"", ""Crisis Intervention"", ""Behavioral Treatment"", ""Community Resources Specialist""]","A dedicated Mental Health Counselor and Co-Founder with extensive experience in Art and Play Therapies, specializing in the treatment of mental health disorders such as bipolar disorder, depression, and anxiety. With a Ph.D. in Education and a strong background in social work, the candidate has a proven track record of developing comprehensive treatment plans and conducting individual, family, and group therapy sessions. Skilled in crisis intervention and behavioral treatment, they have effectively managed caseloads of over 100 clients, demonstrating exceptional problem-solving and communication skills. The candidate is also familiar with Child Protective Services and has a strong commitment to improving client well-being through advocacy and community resources."
34146825,ARTS,Sale Consultant,2.0,SMA,"[""Inventory management"", ""Customer service"", ""Sales expertise"", ""Communication skills"", ""Team player mentality"", ""Organization skills"", ""Active listening"", ""Training and development""]","A motivated and competitive Sales Consultant with two years of experience in sales, particularly in the retail sector. Demonstrates strong communication skills and a high energy level, effectively managing customer interactions and addressing their needs. Proven track record of success at Boost Mobile, where significant sales achievements included selling 31 phones in a single day and generating over $3,088 in accessory sales in one month. Skilled in inventory management, training new employees, and maintaining visually appealing store displays. Holds a High School Diploma and is fluent in both English and Spanish, showcasing flexibility and reliability in fast-paced environments."
